"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
29,"technician","single","basic.9y","no","no","no","cellular","may","thu",20,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
33,"services","single","high.school","no","no","no","telephone","jun","mon",326,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
33,"unemployed","single","university.degree","no","yes","no","telephone","may","tue",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"student","single","high.school","no","yes","no","cellular","aug","fri",155,2,6,2,"failure",-2.9,92.201,-31.4,0.825,5076.2,"yes"
42,"unemployed","married","basic.4y","no","yes","no","telephone","may","fri",170,19,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
56,"retired","married","basic.4y","no","no","no","telephone","may","wed",134,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"technician","divorced","university.degree","no","yes","no","cellular","aug","fri",167,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
58,"self-employed","married","basic.6y","","yes","no","cellular","aug","thu",79,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
42,"management","single","university.degree","no","yes","no","cellular","oct","mon",138,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.743,5017.5,"yes"
36,"blue-collar","married","basic.9y","","no","no","telephone","may","wed",229,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
34,"services","married","basic.9y","no","no","no","cellular","nov","tue",218,2,4,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
57,"admin.","divorced","basic.9y","","no","no","telephone","may","tue",452,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"blue-collar","married","basic.9y","","yes","no","cellular","nov","mon",176,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"technician","married","professional.course","no","yes","yes","cellular","aug","thu",122,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
48,"admin.","divorced","high.school","","no","no","cellular","may","mon",146,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
32,"services","married","professional.course","no","yes","no","telephone","may","fri",379,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",165,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
41,"blue-collar","married","professional.course","","yes","no","cellular","nov","tue",190,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"blue-collar","single","basic.6y","","yes","no","telephone","may","fri",665,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"yes"
60,"services","married","basic.4y","no","yes","no","telephone","aug","wed",767,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"management","divorced","university.degree","no","yes","no","cellular","may","thu",146,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
45,"blue-collar","married","","no","yes","no","cellular","apr","thu",263,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
55,"housemaid","married","basic.4y","","yes","no","telephone","jun","thu",93,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
29,"management","married","university.degree","no","no","yes","cellular","aug","wed",181,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
35,"self-employed","single","university.degree","no","yes","no","cellular","jul","thu",106,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"admin.","single","university.degree","","yes","no","cellular","jul","fri",837,8,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
26,"management","single","university.degree","no","yes","no","cellular","jun","fri",230,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
56,"retired","married","high.school","","no","no","telephone","may","fri",319,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",722,2,11,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
56,"blue-collar","married","","no","no","no","cellular","aug","mon",160,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
28,"blue-collar","single","high.school","","yes","no","telephone","may","mon",149,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"management","married","university.degree","no","yes","no","cellular","aug","tue",370,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
28,"self-employed","married","university.degree","no","yes","no","telephone","nov","wed",20,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
42,"admin.","married","university.degree","no","no","no","cellular","jul","wed",1331,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
44,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",331,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.809,5017.5,"yes"
33,"technician","single","professional.course","no","yes","no","cellular","aug","wed",90,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
18,"student","single","","no","yes","no","cellular","nov","tue",600,2,999,3,"failure",-1.1,94.767,-50.8,1.049,4963.6,"no"
55,"management","married","basic.9y","no","no","no","cellular","nov","fri",189,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
20,"student","single","high.school","no","yes","no","cellular","jun","fri",201,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
50,"blue-collar","married","","","yes","no","cellular","jul","thu",125,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
34,"","married","basic.4y","no","yes","yes","cellular","apr","thu",91,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no"
48,"blue-collar","married","basic.6y","","yes","no","cellular","jul","tue",178,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"self-employed","married","basic.9y","no","no","no","cellular","may","tue",301,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
45,"blue-collar","married","basic.4y","","no","no","cellular","aug","fri",191,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"blue-collar","married","high.school","no","no","no","telephone","jun","wed",544,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","jun","wed",262,2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"yes"
33,"self-employed","single","university.degree","no","no","no","telephone","jun","thu",111,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
41,"technician","single","university.degree","no","no","no","cellular","jul","thu",537,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
58,"technician","married","professional.course","","yes","no","telephone","jun","fri",16,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
64,"retired","married","professional.course","no","no","no","cellular","aug","tue",482,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.899,4991.6,"yes"
24,"services","single","high.school","no","no","no","cellular","jul","thu",1150,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
34,"admin.","married","university.degree","no","no","no","cellular","may","fri",145,1,999,2,"failure",-1.8,93.876,-40,0.695,5008.7,"no"
28,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","wed",482,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"admin.","single","university.degree","no","no","yes","cellular","jun","mon",141,2,4,3,"success",-1.7,94.055,-39.8,0.72,4991.6,"no"
28,"services","single","high.school","no","no","no","cellular","jul","fri",102,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"technician","married","high.school","no","yes","no","cellular","aug","mon",69,2,999,2,"failure",-2.9,92.201,-31.4,0.821,5076.2,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",531,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
36,"admin.","married","high.school","no","yes","yes","telephone","jun","wed",208,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
53,"services","married","high.school","no","yes","no","telephone","may","wed",9,9,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"blue-collar","married","high.school","no","no","no","cellular","apr","mon",207,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
49,"services","married","high.school","no","yes","no","cellular","aug","mon",234,8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"management","married","university.degree","no","yes","no","cellular","may","fri",1276,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"yes"
31,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",104,3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
38,"blue-collar","married","","no","yes","no","telephone","may","mon",183,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","divorced","professional.course","no","yes","no","cellular","aug","tue",94,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
27,"admin.","single","high.school","","yes","no","cellular","jul","thu",97,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
38,"technician","married","professional.course","","no","yes","cellular","aug","fri",498,6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
59,"admin.","divorced","high.school","no","yes","no","cellular","jul","mon",86,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
25,"services","single","","no","yes","no","cellular","jun","tue",154,2,3,3,"success",-1.7,94.055,-39.8,0.702,4991.6,"yes"
45,"technician","divorced","university.degree","no","yes","no","cellular","aug","mon",100,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"blue-collar","married","basic.4y","","yes","no","cellular","may","tue",451,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
28,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","wed",348,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
27,"technician","single","professional.course","no","no","no","cellular","jun","tue",136,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.737,4991.6,"no"
28,"services","married","high.school","no","yes","yes","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","divorced","university.degree","no","yes","no","cellular","jul","fri",249,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
27,"admin.","single","university.degree","no","no","no","cellular","oct","tue",143,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.982,4963.6,"no"
41,"management","divorced","university.degree","no","no","no","telephone","jun","mon",43,12,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"technician","single","","no","no","no","cellular","nov","fri",158,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",449,1,13,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes"
34,"admin.","married","university.degree","no","no","no","telephone","may","wed",149,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
37,"management","married","basic.9y","no","yes","no","cellular","nov","thu",130,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
38,"blue-collar","single","basic.9y","no","no","no","telephone","may","thu",73,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"management","married","university.degree","no","no","no","cellular","nov","mon",71,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
38,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",177,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
60,"entrepreneur","married","basic.4y","no","","","telephone","may","thu",101,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",98,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
62,"housemaid","married","university.degree","no","yes","no","cellular","nov","thu",237,1,3,3,"success",-3.4,92.649,-30.1,0.714,5017.5,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",359,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
56,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","mon",758,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"technician","married","university.degree","","no","no","cellular","aug","wed",132,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"admin.","married","university.degree","no","no","yes","telephone","oct","mon",27,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.912,5195.8,"no"
39,"services","married","high.school","no","no","no","telephone","may","tue",132,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",237,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"services","married","high.school","no","no","no","telephone","jun","tue",68,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
25,"self-employed","single","university.degree","no","no","no","cellular","jun","fri",105,4,999,1,"failure",-2.9,92.963,-40.8,1.268,5076.2,"no"
30,"admin.","single","university.degree","","no","yes","telephone","may","fri",297,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
48,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",116,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
41,"admin.","married","high.school","no","yes","no","telephone","jun","fri",82,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"admin.","single","high.school","no","yes","yes","telephone","may","mon",111,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"blue-collar","married","basic.6y","","no","no","cellular","jul","mon",500,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",178,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
49,"blue-collar","divorced","basic.6y","","yes","no","cellular","jul","mon",786,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"blue-collar","married","basic.9y","","no","no","telephone","may","tue",258,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","tue",426,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","cellular","aug","mon",187,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
44,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",145,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
29,"services","single","high.school","no","yes","no","telephone","may","thu",430,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
29,"services","single","high.school","no","yes","no","telephone","jun","thu",1018,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes"
35,"admin.","married","high.school","no","no","no","telephone","jun","fri",179,21,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
51,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",470,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"services","divorced","high.school","no","yes","no","telephone","may","tue",50,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","married","high.school","no","no","no","cellular","may","tue",69,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
51,"services","married","high.school","no","yes","no","cellular","aug","fri",241,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
43,"blue-collar","married","basic.9y","","yes","no","cellular","may","tue",545,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
43,"blue-collar","married","basic.4y","","yes","yes","telephone","nov","tue",249,3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
29,"admin.","single","university.degree","no","no","no","cellular","may","mon",146,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
30,"services","single","high.school","no","no","no","telephone","jun","mon",132,6,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
32,"blue-collar","married","professional.course","","yes","yes","cellular","apr","thu",127,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
37,"services","married","high.school","no","yes","no","telephone","may","tue",76,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
47,"technician","married","high.school","","yes","no","cellular","nov","fri",29,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
24,"technician","married","university.degree","no","yes","yes","cellular","sep","tue",89,2,3,1,"success",-3.4,92.379,-29.8,0.77,5017.5,"yes"
39,"blue-collar","married","professional.course","no","yes","no","cellular","may","wed",72,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
31,"technician","single","professional.course","no","yes","no","cellular","apr","mon",170,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
46,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",1091,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
29,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",43,4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
41,"management","married","high.school","","no","no","cellular","may","tue",256,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
33,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",84,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
42,"housemaid","married","high.school","no","yes","no","cellular","may","thu",95,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
29,"technician","single","high.school","no","no","no","cellular","may","mon",158,1,13,3,"failure",-1.8,93.876,-40,0.701,5008.7,"no"
41,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",491,1,999,2,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
52,"management","married","basic.4y","no","yes","no","cellular","may","tue",1100,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
51,"self-employed","married","university.degree","","yes","no","telephone","jun","tue",34,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
24,"student","single","high.school","no","yes","yes","cellular","aug","fri",298,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"no"
29,"technician","single","university.degree","no","yes","no","cellular","nov","thu",93,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
55,"","married","university.degree","no","yes","no","cellular","jun","thu",153,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
45,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",265,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
57,"admin.","married","university.degree","no","yes","no","telephone","jul","tue",7,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
58,"technician","married","","no","yes","no","telephone","jun","fri",78,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
46,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",121,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"admin.","married","high.school","no","no","no","cellular","jul","fri",145,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
33,"blue-collar","married","basic.9y","","no","yes","cellular","may","tue",54,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
50,"services","divorced","basic.4y","","yes","yes","telephone","may","thu",217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"management","married","university.degree","no","yes","no","cellular","nov","fri",33,8,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
36,"blue-collar","single","basic.9y","no","yes","no","cellular","may","fri",239,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
30,"technician","single","university.degree","no","","","cellular","apr","mon",112,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
29,"technician","married","professional.course","no","no","no","cellular","mar","thu",186,1,999,0,"nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes"
55,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",141,7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
32,"admin.","single","high.school","no","no","no","cellular","nov","thu",470,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
38,"services","divorced","basic.9y","no","yes","no","telephone","jul","wed",33,2,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,"no"
42,"technician","married","basic.9y","no","no","no","cellular","nov","mon",295,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
26,"admin.","single","university.degree","no","no","no","cellular","jul","wed",212,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",25,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
50,"admin.","divorced","university.degree","no","yes","no","cellular","may","wed",335,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
52,"technician","married","professional.course","no","yes","no","telephone","nov","fri",332,2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"no"
57,"admin.","married","basic.9y","","no","no","cellular","jul","mon",194,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"services","married","high.school","no","yes","no","telephone","jun","mon",29,32,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
30,"admin.","single","university.degree","no","no","no","telephone","may","tue",246,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"blue-collar","single","high.school","no","no","no","cellular","may","fri",1068,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
57,"admin.","married","university.degree","no","no","no","cellular","jul","mon",230,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",906,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
39,"self-employed","married","professional.course","no","no","no","telephone","nov","fri",47,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
34,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",549,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
35,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",388,12,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
56,"blue-collar","married","basic.6y","","yes","no","cellular","jul","thu",10,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
52,"technician","divorced","university.degree","no","no","yes","cellular","aug","tue",794,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
35,"technician","married","university.degree","","no","no","cellular","nov","wed",698,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
26,"","single","high.school","","yes","yes","telephone","jun","wed",524,15,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
42,"technician","married","basic.9y","no","no","no","telephone","may","tue",209,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","single","high.school","no","yes","yes","telephone","may","mon",260,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
47,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","tue",373,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"services","married","high.school","no","no","no","telephone","may","fri",324,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"management","married","university.degree","no","no","yes","telephone","may","tue",234,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
38,"admin.","single","university.degree","no","yes","no","cellular","may","mon",182,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
40,"admin.","divorced","professional.course","no","no","no","telephone","may","wed",509,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
49,"management","married","university.degree","no","no","no","cellular","apr","wed",1214,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
32,"blue-collar","married","basic.9y","no","no","no","telephone","nov","tue",296,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
32,"blue-collar","single","high.school","no","yes","no","cellular","nov","wed",108,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
53,"self-employed","divorced","university.degree","no","no","no","cellular","nov","thu",380,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
60,"admin.","married","university.degree","no","no","no","cellular","aug","fri",515,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"services","married","high.school","no","no","no","cellular","may","thu",67,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
31,"admin.","single","high.school","no","yes","no","cellular","may","thu",150,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"admin.","single","","no","yes","no","cellular","may","thu",172,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
61,"admin.","married","university.degree","no","yes","yes","telephone","jul","wed",261,4,999,0,"nonexistent",-2.9,92.469,-33.6,1.085,5076.2,"yes"
39,"services","married","high.school","no","yes","no","telephone","may","thu",17,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
29,"admin.","married","high.school","no","no","no","cellular","jul","thu",468,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
27,"admin.","divorced","high.school","no","no","no","cellular","may","wed",69,11,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
59,"services","married","high.school","","yes","no","cellular","jul","wed",476,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
53,"admin.","divorced","university.degree","no","yes","no","cellular","nov","fri",551,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
29,"technician","single","professional.course","no","no","yes","cellular","may","wed",289,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
32,"services","married","basic.4y","no","no","no","cellular","nov","mon",161,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"admin.","married","high.school","","no","no","cellular","jul","fri",114,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
57,"admin.","married","high.school","","yes","no","cellular","aug","mon",166,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
28,"blue-collar","single","high.school","no","no","no","cellular","jul","tue",139,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
42,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",55,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
31,"services","married","high.school","","no","no","telephone","jun","thu",447,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
44,"blue-collar","single","basic.6y","","yes","no","cellular","nov","thu",39,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
